"","Year","Host City","Rank","Time","Lane","Athlete","Nation","Reaction","Notes","Heat","Etc.","Host Country","Var.8","Var.6","Time..a.","Time..hand."
"2228",1948,"London","4",11.24,NA,"Carlos Isaac","Argentina",NA,"","7",NA,"United Kingdom",NA,NA,NA,NA
"2229",1948,"London","5",11.71,NA,"Sayed Moukhtar","Egypt",NA,"","7",NA,"United Kingdom",NA,NA,NA,NA
"2230",1948,"London","6",11.9,NA,"Ali Salman","Iraq",NA,"","7",NA,"United Kingdom",NA,NA,NA,NA
"2231",1948,"London","1",10.7,NA,"Rafael Fortún","Cuba",NA,"Q","8",NA,"United Kingdom",NA,NA,NA,NA
"2232",1948,"London","2",10.8,NA,"John Bartram","Australia",NA,"Q","8",NA,"United Kingdom",NA,NA,NA,NA
"2233",1948,"London","3",10.8,NA,"Basil McKenzie","Jamaica",NA,"","8",NA,"United Kingdom",NA,NA,NA,NA
"2234",1948,"London","4",11.09,NA,"Hélio da Silva","Brazil",NA,"","8",NA,"United Kingdom",NA,NA,NA,NA
"2235",1948,"London","5",11.09,NA,"Jo Zwaan","Netherlands",NA,"","8",NA,"United Kingdom",NA,NA,NA,NA
"2236",1948,"London","1",10.7,NA,"Morris Curotta","Australia",NA,"Q","9",NA,"United Kingdom",NA,NA,NA,NA
"2237",1948,"London","2",10.8,NA,"Gerardo Bönnhoff","Argentina",NA,"Q","9",NA,"United Kingdom",NA,NA,NA,NA
"2238",1948,"London","3",11.1,NA,"Raúl Mazorra","Cuba",NA,"","9",NA,"United Kingdom",NA,NA,NA,NA
"2239",1948,"London","4",11.22,NA,"Örn Clausen","Iceland",NA,"","9",NA,"United Kingdom",NA,NA,NA,NA
"2240",1948,"London","5",11.35,NA,"Raşit Öztaş","Turkey",NA,"","9",NA,"United Kingdom",NA,NA,NA,NA
"2241",1948,"London","1",10.8,NA,"George Lewis","Trinidad and Tobago",NA,"Q","10",NA,"United Kingdom",NA,NA,NA,NA
"2242",1948,"London","2",10.9,NA,"Ted Haggis","Canada",NA,"Q","10",NA,"United Kingdom",NA,NA,NA,NA
"2243",1948,"London","3",11,NA,"Walter Pérez","Uruguay",NA,"","10",NA,"United Kingdom",NA,NA,NA,NA
"2244",1948,"London","4",11.19,NA,"Santiago Ferrando","Peru",NA,"","10",NA,"United Kingdom",NA,NA,NA,NA
"2245",1948,"London","5",11.62,NA,"Stefanos Petrakis","Greece",NA,"","10",NA,"United Kingdom",NA,NA,NA,NA
"2246",1948,"London","1",10.8,NA,"Isidoor Van De Wiele","Belgium",NA,"Q","11",NA,"United Kingdom",NA,NA,NA,NA
"2247",1948,"London","2",10.9,NA,"Nuno Morais","Portugal",NA,"Q","11",NA,"United Kingdom",NA,NA,NA,NA
"2248",1948,"London","3",11,NA,"Alberto Labarthe","Chile",NA,"","11",NA,"United Kingdom",NA,NA,NA,NA
"2249",1948,"London","4",11.23,NA,"Muhammad Sharif Butt","Pakistan",NA,"","11",NA,"United Kingdom",NA,NA,NA,NA
"2250",1948,"London","1",11,NA,"Mario Fayos","Uruguay",NA,"Q","12",NA,"United Kingdom",NA,NA,NA,NA
"2251",1948,"London","2",11,NA,"Eric Prabhakar","India",NA,"Q","12",NA,"United Kingdom",NA,NA,NA,NA
"2252",1948,"London","3",11.1,NA,"László Bartha","Hungary",NA,"","12",NA,"United Kingdom",NA,NA,NA,NA
"2253",1948,"London","4",11.36,NA,"Jan Kleyn","Netherlands",NA,"","12",NA,"United Kingdom",NA,NA,NA,NA
"2254",1948,"London","5",11.45,NA,"Kemal Aksur","Turkey",NA,"","12",NA,"United Kingdom",NA,NA,NA,NA
"2255",1948,"London","6",11.78,NA,"Maung Sein Pe","Burma",NA,"","12",NA,"United Kingdom",NA,NA,NA,NA
"2256",1948,"London","1",10.4,NA,"Harrison Dillard","United States",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2257",1948,"London","2",10.6,NA,"Juan López","Uruguay",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2258",1948,"London","3",10.7,NA,"Ken Jones","Great Britain",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2259",1948,"London","4",10.93,NA,"Ivan Hausen","Brazil",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2260",1948,"London","5",10.97,NA,"Ted Haggis","Canada",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2261",1948,"London","6",11.32,NA,"António Morais","Portugal",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2262",1948,"London","1",10.5,NA,"Barney Ewell","United States",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2263",1948,"London","2",10.6,NA,"McDonald Bailey","Great Britain",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2264",1948,"London","3",10.8,NA,"Morris Curotta","Australia",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2265",1948,"London","4",11.04,NA,"George Lewis","Trinidad and Tobago",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2266",1948,"London","5",11.11,NA,"Béla Goldoványi","Hungary",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2267",1948,"London","6",11.18,NA,"Haukur Clausen","Iceland",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2268",1948,"London","1",10.4,NA,"Mel Patton","United States",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2269",1948,"London","2",10.5,NA,"Alastair McCorquodale","Great Britain",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2270",1948,"London","3",10.6,NA,"John Bartram","Australia",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2271",1948,"London","4",10.82,NA,"René Valmy","France",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2272",1948,"London","5",11.08,NA,"Mario Fayos","Uruguay",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2273",1948,"London","6",11.1,NA,"Isidoor Van De Wiele","Belgium",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2274",1948,"London","1",10.5,NA,"Lloyd La Beach","Panama",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2275",1948,"London","2",10.5,NA,"John Treloar","Australia",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2276",1948,"London","3",10.6,NA,"Rafael Fortún","Cuba",NA,"Q","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2277",1948,"London","4",11.04,NA,"Haroldo da Silva","Brazil",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2278",1948,"London","5",11.09,NA,"Gerardo Bönnhoff","Argentina",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2279",1948,"London","6",11.26,NA,"Eric Prabhakar","India",NA,"","Quarter Final",NA,"United Kingdom",NA,NA,NA,NA
"2280",1948,"London","1",10.5,NA,"Harrison Dillard","United States",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2281",1948,"London","2",10.5,NA,"Barney Ewell","United States",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2282",1948,"London","3",10.7,NA,"Alastair McCorquodale","Great Britain",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2283",1948,"London","4",10.98,NA,"John Bartram","Australia",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2284",1948,"London","5",11.05,NA,"Juan López","Uruguay",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2285",1948,"London","6",11.15,NA,"Morris Curotta","Australia",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2286",1948,"London","1",10.4,NA,"Mel Patton","United States",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2287",1948,"London","2",10.5,NA,"Lloyd LaBeach","Panama",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2288",1948,"London","3",10.6,NA,"McDonald Bailey","Great Britain",NA,"Q","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2289",1948,"London","4",10.74,NA,"John Treloar","Australia",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2290",1948,"London","5",10.82,NA,"Rafael Fortún","Cuba",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2291",1948,"London","6",11.01,NA,"Ken Jones","Great Britain",NA,"","Semi Final",NA,"United Kingdom",NA,NA,NA,NA
"2292",1948,"London","Gold",10.3,NA,"Harrison Dillard","United States",NA,"=OR","Final",NA,"United Kingdom",NA,NA,NA,NA
"2293",1948,"London","Silver",10.4,NA,"Barney Ewell","United States",NA,"","Final",NA,"United Kingdom",NA,NA,NA,NA
"2294",1948,"London","Bronze",10.6,NA,"Lloyd LaBeach","Panama",NA,"","Final",NA,"United Kingdom",NA,NA,NA,NA
"2295",1948,"London","4",10.61,NA,"Alastair McCorquodale","Great Britain",NA,"","Final",NA,"United Kingdom",NA,NA,NA,NA
"2296",1948,"London","5",10.67,NA,"Mel Patton","United States",NA,"","Final",NA,"United Kingdom",NA,NA,NA,NA
"2297",1948,"London","6",10.81,NA,"McDonald Bailey","Great Britain",NA,"","Final",NA,"United Kingdom",NA,NA,NA,NA
"2298",1936,"Berlin","1",10.7,NA,"Lennart Strandberg","Sweden",NA,"Q","1",NA,"Germany",NA,NA,NA,NA
"2299",1936,"Berlin","2",10.8,NA,"Takayoshi Yoshioka","Japan",NA,"Q","1",NA,"Germany",NA,NA,NA,NA
"2300",1936,"Berlin","3",10.8,NA,"Manfred Kersch","Germany",NA,"","1",NA,"Germany",NA,NA,NA,NA
"2301",1936,"Berlin","1",10.8,NA,"Chris Berger","Netherlands",NA,"Q","2",NA,"Germany",NA,NA,NA,NA
"2302",1936,"Berlin","2",11,NA,"Pat Dannaher","South Africa",NA,"Q","2",NA,"Germany",NA,NA,NA,NA
"2303",1936,"Berlin","3",11.2,NA,"Bernard Marchand","Switzerland",NA,"","2",NA,"Germany",NA,NA,NA,NA
"2304",1936,"Berlin","4",11.2,NA,"Antonio Sande","Argentina",NA,"","2",NA,"Germany",NA,NA,NA,NA
"2305",1936,"Berlin","5",11.5,NA,"Julije Bauer","Yugoslavia",NA,"","2",NA,"Germany",NA,NA,NA,NA
"2306",1936,"Berlin","1",10.8,NA,"Wil van Beveren","Netherlands",NA,"Q","3",NA,"Germany",NA,NA,NA,NA
"2307",1936,"Berlin","2",10.9,NA,"Eric Grimbeek","South Africa",NA,"Q","3",NA,"Germany",NA,NA,NA,NA
"2308",1936,"Berlin","3",11,NA,"Ruudi Toomsalu","Estonia",NA,"","3",NA,"Germany",NA,NA,NA,NA
"2309",1936,"Berlin","1",10.7,NA,"Gyula Gyenes","Hungary",NA,"Q","4",NA,"Germany",NA,NA,NA,NA
"2310",1936,"Berlin","2",10.7,NA,"Monta Suzuki","Japan",NA,"Q","4",NA,"Germany",NA,NA,NA,NA
"2311",1936,"Berlin","3",10.9,NA,"Palle Virtanen","Finland",NA,"","4",NA,"Germany",NA,NA,NA,NA
"2312",1936,"Berlin","4",11.1,NA,"Paul Bronner","France",NA,"","4",NA,"Germany",NA,NA,NA,NA
"2313",1936,"Berlin","1",10.8,NA,"Howard McPhee","Canada",NA,"Q","5",NA,"Germany",NA,NA,NA,NA
"2314",1936,"Berlin","2",10.8,NA,"Lennart Lindgren","Sweden",NA,"Q","5",NA,"Germany",NA,NA,NA,NA
"2315",1936,"Berlin","3",11,NA,"Robert Paul","France",NA,"","5",NA,"Germany",NA,NA,NA,NA
"2316",1936,"Berlin","1",10.7,NA,"Marthinus Theunissen","South Africa",NA,"Q","6",NA,"Germany",NA,NA,NA,NA
"2317",1936,"Berlin","2",10.7,NA,"Gerd Hornberger","Germany",NA,"Q","6",NA,"Germany",NA,NA,NA,NA
"2318",1936,"Berlin","3",10.9,NA,"Tomás Beswick","Argentina",NA,"","6",NA,"Germany",NA,NA,NA,NA
"2319",1936,"Berlin","1",10.8,NA,"Ralph Metcalfe","United States",NA,"Q","7",NA,"Germany",NA,NA,NA,NA
"2320",1936,"Berlin","2",10.8,NA,"József Sir","Hungary",NA,"Q","7",NA,"Germany",NA,NA,NA,NA
"2321",1936,"Berlin","3",11.1,NA,"Nemesio de Guzman","Philippines",NA,"","7",NA,"Germany",NA,NA,NA,NA
"2322",1936,"Berlin","1",10.7,NA,"Erich Borchmeyer","Germany",NA,"Q","8",NA,"Germany",NA,NA,NA,NA
"2323",1936,"Berlin","2",10.8,NA,"Bruce Humber","Canada",NA,"Q","8",NA,"Germany",NA,NA,NA,NA
"2324",1936,"Berlin","3",11.3,NA,"Gábor Gerő","Hungary",NA,"","8",NA,"Germany",NA,NA,NA,NA
"2325",1936,"Berlin","1",10.6,NA,"Frank Wykoff","United States",NA,"Q","9",NA,"Germany",NA,NA,NA,NA
"2326",1936,"Berlin","2",10.7,NA,"Arthur Sweeney","Great Britain",NA,"Q","9",NA,"Germany",NA,NA,NA,NA
"2327",1936,"Berlin","3",11,NA,"Antonio Fondevilla","Argentina",NA,"","9",NA,"Germany",NA,NA,NA,NA
"2328",1936,"Berlin","1",10.5,NA,"Tinus Osendarp","Netherlands",NA,"Q","10",NA,"Germany",NA,NA,NA,NA
"2329",1936,"Berlin","2",10.6,NA,"Alan Pennington","Great Britain",NA,"Q","10",NA,"Germany",NA,NA,NA,NA
"2330",1936,"Berlin","3",10.6,NA,"Lee Orr","Canada",NA,"","10",NA,"Germany",NA,NA,NA,NA
"2331",1936,"Berlin","1",10.7,NA,"Paul Hänni","Switzerland",NA,"Q","11",NA,"Germany",NA,NA,NA,NA
"2332",1936,"Berlin","2",10.8,NA,"Cyril Holmes","Great Britain",NA,"Q","11",NA,"Germany",NA,NA,NA,NA
"2333",1936,"Berlin","3",10.8,NA,"Renos Frangoudis","Greece",NA,"","11",NA,"Germany",NA,NA,NA,NA
"2334",1936,"Berlin","4",10.9,NA,"François Mersch","Luxembourg",NA,"","11",NA,"Germany",NA,NA,NA,NA
"2335",1936,"Berlin","1",10.3,NA,"Jesse Owens","United States",NA,"Q, =OR","12",NA,"Germany",NA,NA,NA,NA
"2336",1936,"Berlin","2",11,NA,"Kichizo Sasaki","Japan",NA,"Q","12",NA,"Germany",NA,NA,NA,NA
"2337",1936,"Berlin","3",11.1,NA,"José de Almeida","Brazil",NA,"","12",NA,"Germany",NA,NA,NA,NA
"2338",1936,"Berlin","1",10.5,NA,"Lennart Strandberg","Sweden",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2339",1936,"Berlin","2",10.6,NA,"Tinus Osendarp","Netherlands",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2340",1936,"Berlin","3",10.6,NA,"Frank Wykoff","United States",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2341",1936,"Berlin","4",10.7,NA,"Gerd Hornberger","Germany",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2342",1936,"Berlin","1",10.2,NA,"Jesse Owens","United States",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2343",1936,"Berlin","2",10.6,NA,"Paul Hänni","Switzerland",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2344",1936,"Berlin","3",10.7,NA,"József Sir","Hungary",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2345",1936,"Berlin","4",10.8,NA,"Takayoshi Yoshioka","Japan",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2346",1936,"Berlin","5",10.9,NA,"Eric Grimbeek","South Africa",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2347",1936,"Berlin","6",11,NA,"Lennart Lindgren","Sweden",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2348",1936,"Berlin","1",10.5,NA,"Ralph Metcalfe","United States",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2349",1936,"Berlin","2",10.6,NA,"Alan Pennington","Great Britain",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2350",1936,"Berlin","3",10.7,NA,"Wil van Beveren","Netherlands",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2351",1936,"Berlin","1",10.5,NA,"Erich Borchmeyer","Germany",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2352",1936,"Berlin","2",10.6,NA,"Arthur Sweeney","Great Britain",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2353",1936,"Berlin","3",10.6,NA,"Howard McPhee","Canada",NA,"Q","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2354",1936,"Berlin","4",10.8,NA,"Monta Suzuki","Japan",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2355",1936,"Berlin","5",11,NA,"Chris Berger","Netherlands",NA,"","Quarter Final",NA,"Germany",NA,NA,NA,NA
"2356",1936,"Berlin","1",10.4,NA,"Jesse Owens","United States",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2357",1936,"Berlin","2",10.5,NA,"Frank Wykoff","United States",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2358",1936,"Berlin","3",10.5,NA,"Lennart Strandberg","Sweden",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2359",1936,"Berlin","4",10.7,NA,"Paul Hänni","Switzerland",NA,"","Semi Final",NA,"Germany",NA,NA,NA,NA
"2360",1936,"Berlin","5",10.8,NA,"Wil van Beveren","Netherlands",NA,"","Semi Final",NA,"Germany",NA,NA,NA,NA
"2361",1936,"Berlin","1",10.5,NA,"Ralph Metcalfe","United States",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2362",1936,"Berlin","2",10.6,NA,"Tinus Osendarp","Netherlands",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2363",1936,"Berlin","3",10.7,NA,"Erich Borchmeyer","Germany",NA,"Q","Semi Final",NA,"Germany",NA,NA,NA,NA
"2364",1936,"Berlin","4",10.7,NA,"Howard McPhee","Canada",NA,"","Semi Final",NA,"Germany",NA,NA,NA,NA
"2365",1936,"Berlin","5",10.7,NA,"Arthur Sweeney","Great Britain",NA,"","Semi Final",NA,"Germany",NA,NA,NA,NA
"2366",1936,"Berlin","6",10.9,NA,"József Sir","Hungary",NA,"","Semi Final",NA,"Germany",NA,NA,NA,NA
"2367",1936,"Berlin","Gold",10.3,NA,"Jesse Owens","United States",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2368",1936,"Berlin","Silver",10.4,NA,"Ralph Metcalfe","United States",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2369",1936,"Berlin","Bronze",10.5,NA,"Tinus Osendarp","Netherlands",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2370",1936,"Berlin","4",10.6,NA,"Frank Wykoff","United States",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2371",1936,"Berlin","5",10.7,NA,"Erich Borchmeyer","Germany",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2372",1936,"Berlin","6",10.9,NA,"Lennart Strandberg","Sweden",NA,NA,"Final",NA,"Germany",NA,NA,NA,NA
"2373",1932,"Los Angeles","1",10.9,NA,"Eddie Tolan","United States",NA,"Q","1",NA,"United States",NA,NA,NA,NA
"2374",1932,"Los Angeles","2",11,NA,"José de Almeida","Brazil",NA,"Q","1",NA,"United States",NA,NA,NA,NA
"2375",1932,"Los Angeles","3",11.2,NA,"Fernando Ortíz","Mexico",NA,"Q","1",NA,"United States",NA,NA,NA,NA
"2376",1932,"Los Angeles","4",11.4,NA,"André Théard","Haiti",NA,"","1",NA,"United States",NA,NA,NA,NA
"2377",1932,"Los Angeles","5",11.5,NA,"António Rodrigues","Portugal",NA,"","1",NA,"United States",NA,NA,NA,NA
"2378",1932,"Los Angeles","1",10.9,NA,"George Simpson","United States",NA,NA,"2",NA,"United States",NA,NA,NA,NA
"2379",1932,"Los Angeles","2",11.1,NA,"Ernie Page","Great Britain",NA,NA,"2",NA,"United States",NA,NA,NA,NA
"2380",1932,"Los Angeles","3",11.2,NA,"Andrej Engel","Czechoslovakia",NA,NA,"2",NA,"United States",NA,NA,NA,NA
"2381",1932,"Los Angeles","4",11.4,NA,"Bunoo Sutton","India",NA,NA,"2",NA,"United States",NA,NA,NA,NA
"2382",1932,"Los Angeles","5",11.5,NA,"Liu Changchun","China",NA,NA,"2",NA,"United States",NA,NA,NA,NA
"2383",1932,"Los Angeles","1",10.6,NA,"Arthur Jonath","Germany",NA,"Q, =WR","3",NA,"United States",NA,NA,NA,NA
"2384",1932,"Los Angeles","2",10.8,NA,"Allan Elliot","New Zealand",NA,"Q","3",NA,"United States",NA,NA,NA,NA
"2385",1932,"Los Angeles","3",10.9,NA,"Izuo Anno","Japan",NA,"Q","3",NA,"United States",NA,NA,NA,NA
"2386",1932,"Los Angeles","4",11,NA,"Ronald Vernieux","India",NA,"","3",NA,"United States",NA,NA,NA,NA
"2387",1932,"Los Angeles","5",11.1,NA,"Samuel Giacosa","Argentina",NA,"","3",NA,"United States",NA,NA,NA,NA
"2388",1932,"Los Angeles","1",10.8,NA,"Carlos Bianchi","Argentina",NA,"Q","4",NA,"United States",NA,NA,NA,NA
"2389",1932,"Los Angeles","2",11,NA,"Helmut Körnig","Germany",NA,"Q","4",NA,"United States",NA,NA,NA,NA
"2390",1932,"Los Angeles","3",11.1,NA,"Percy Williams","Canada",NA,"Q","4",NA,"United States",NA,NA,NA,NA
"2391",1932,"Los Angeles","4",11.2,NA,"Jesús Moraila","Mexico",NA,"","4",NA,"United States",NA,NA,NA,NA
"2392",1932,"Los Angeles","1",11,NA,"Ralph Metcalfe","United States",NA,"Q","5",NA,"United States",NA,NA,NA,NA
"2393",1932,"Los Angeles","2",11.1,NA,"Bert Pearson","Canada",NA,"Q","5",NA,"United States",NA,NA,NA,NA
"2394",1932,"Los Angeles","3",11.3,NA,"Angelos Lambrou","Greece",NA,"Q","5",NA,"United States",NA,NA,NA,NA
"2395",1932,"Los Angeles","4",11.4,NA,"Fernando Ramírez","Mexico",NA,"","5",NA,"United States",NA,NA,NA,NA
"2396",1932,"Los Angeles","1",11,NA,"Danie Joubert","South Africa",NA,"Q","6",NA,"United States",NA,NA,NA,NA
"2397",1932,"Los Angeles","2",11.2,NA,"Harold Wright","Canada",NA,"Q","6",NA,"United States",NA,NA,NA,NA
"2398",1932,"Los Angeles","3",11.3,NA,"Ernst Geerling","Germany",NA,"Q","6",NA,"United States",NA,NA,NA,NA
"2399",1932,"Los Angeles","4",11.4,NA,"Ricardo Guimarães","Brazil",NA,"","6",NA,"United States",NA,NA,NA,NA
"2400",1932,"Los Angeles","1",10.9,NA,"Takayoshi Yoshioka","Japan",NA,"Q","7",NA,"United States",NA,NA,NA,NA
"2401",1932,"Los Angeles","2",11.1,NA,"Chris Berger","Netherlands",NA,"Q","7",NA,"United States",NA,NA,NA,NA
"2402",1932,"Los Angeles","3",11.2,NA,"Héctor Berra","Argentina",NA,"Q","7",NA,"United States",NA,NA,NA,NA
"2403",1932,"Los Angeles","4",11.3,NA,"Stanley Fuller","Great Britain",NA,"","7",NA,"United States",NA,NA,NA,NA
"2404",1932,"Los Angeles","5",11.5,NA,"Mario Marques","Brazil",NA,"","7",NA,"United States",NA,NA,NA,NA
"2405",1932,"Los Angeles","1",10.53,NA,"Eddie Tolan","United States",NA,"Q, OR","Quarter Final",NA,"United States",NA,NA,NA,NA
"2406",1932,"Los Angeles","2",10.5,NA,"Carlos Bianchi","Argentina",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2407",1932,"Los Angeles","3",10.7,NA,"Percy Williams","Canada",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2408",1932,"Los Angeles","4",10.7,NA,"Chris Berger","Netherlands",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2409",1932,"Los Angeles","5",11,NA,"Fernando Ortíz","Mexico",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2410",1932,"Los Angeles","1",10.74,NA,"George Simpson","United States",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2411",1932,"Los Angeles","2",10.9,NA,"Harold Wright","Canada",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2412",1932,"Los Angeles","3",11,NA,"Helmut Körnig","Germany",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2413",1932,"Los Angeles","4",11.1,NA,"Andrej Engel","Czechoslovakia",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2414",1932,"Los Angeles","1",10.77,NA,"Ralph Metcalfe","United States",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2415",1932,"Los Angeles","2",10.8,NA,"Takayoshi Yoshioka","Japan",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2416",1932,"Los Angeles","3",10.9,NA,"Allan Elliot","New Zealand",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2417",1932,"Los Angeles","4",10.9,NA,"Ernie Page","Great Britain",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2418",1932,"Los Angeles","5",11.1,NA,"Ernst Geerling","Germany",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2419",1932,"Los Angeles","1",10.68,NA,"Arthur Jonath","Germany",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2420",1932,"Los Angeles","2",10.6,NA,"Danie Joubert","South Africa",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2421",1932,"Los Angeles","3",10.7,NA,"Bert Pearson","Canada",NA,"Q","Quarter Final",NA,"United States",NA,NA,NA,NA
"2422",1932,"Los Angeles","4",10.8,NA,"José de Almeida","Brazil",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2423",1932,"Los Angeles","5",10.9,NA,"Izuo Anno","Japan",NA,"","Quarter Final",NA,"United States",NA,NA,NA,NA
"2424",1932,"Los Angeles","1",10.81,NA,"Eddie Tolan","United States",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2425",1932,"Los Angeles","2",10.81,NA,"Danie Joubert","South Africa",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2426",1932,"Los Angeles","3",10.83,NA,"Takayoshi Yoshioka","Japan",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2427",1932,"Los Angeles","4",10.91,NA,"Percy Williams","Canada",NA,"","Semi Final",NA,"United States",NA,NA,NA,NA
"2428",1932,"Los Angeles","5",11,NA,"Allan Elliot","New Zealand",NA,"","Semi Final",NA,"United States",NA,NA,NA,NA
"2429",1932,"Los Angeles","6",11.2,NA,"Helmut Körnig","Germany",NA,"","Semi Final",NA,"United States",NA,NA,NA,NA
"2430",1932,"Los Angeles","1",10.65,NA,"Ralph Metcalfe","United States",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2431",1932,"Los Angeles","2",10.7,NA,"George Simpson","United States",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2432",1932,"Los Angeles","3",10.71,NA,"Arthur Jonath","Germany",NA,"Q","Semi Final",NA,"United States",NA,NA,NA,NA
"2433",1932,"Los Angeles","4",10.73,NA,"Carlos Bianchi","Argentina",NA,"","Semi Final",NA,"United States",NA,NA,NA,NA
"2434",1932,"Los Angeles","5",10.95,NA,"Bert Pearson","Canada",NA,"","Semi Final",NA,"United States",NA,NA,NA,NA
